lat,lon,name,amenity,category,neighbourhood
49.2327351,-123.023744,iGame Arena,cafe,food/drink,Renfrew-Collingwood
49.2321796,-123.0301088,Sing Kee Restaurant,restaurant,food/drink,Renfrew-Collingwood
49.2320493,-123.0262792,Sugar Loop by Westcoast Darts Cafe,cafe,food/drink,Killarney
49.2320583,-123.0260791,Icy Bar,restaurant,food/drink,Killarney
49.2634876,-123.1152419,RBC,bank,money,Fairview
49.2060719,-123.125509,McDonald's,fast_food,food/drink,Marpole
49.2302196,-123.0908245,Angel Cafe,restaurant,food/drink,Sunset
49.2304939,-123.0908129,Khalsa Credit Union,bank,money,Sunset
49.2313066,-123.090415,South Hill Neighbourhood Centre,community_centre,arts/culture,Sunset
49.2321981,-123.0903909,Boba Monster,cafe,food/drink,Sunset
49.2322594,-123.0903936,Green Leaf Bubble Tea,cafe,food/drink,Sunset
49.2252584,-123.0903841,Sushi Moon,restaurant,food/drink,Sunset
49.2251518,-123.0904703,Starbucks,cafe,food/drink,Sunset
49.2248465,-123.0909786,Shoom Restaurant,restaurant,food/drink,Sunset
49.2248519,-123.0905874,Rexall,pharmacy,healthcare,Sunset
49.2246588,-123.0909787,Yu Xiang Yuan Restaurant,restaurant,food/drink,Sunset
49.2262041,-123.090544,Samurai Sushi on Fraser,restaurant,food/drink,Sunset
49.2261216,-123.0909384,State Bank of India,bank,money,Sunset
49.2266243,-123.0909127,BMO,bank,money,Sunset
49.2269023,-123.0909098,HSBC,bank,money,Sunset
49.227687,-123.0904914,Deer Garden Signatures,restaurant,food/drink,Sunset
49.2279638,-123.0904887,Ho Yuen Kee Restaurant,restaurant,food/drink,Sunset
49.229274,-123.090478,Dockers Family Restaurant,restaurant,food/drink,Sunset
49.240749,-123.1016806,Innocent Ice Cream,ice_cream,food/drink,Riley Park
49.2411883,-123.1016542,Sushi Hub,restaurant,food/drink,Riley Park
49.2430107,-123.1011575,Pharmasave,pharmacy,healthcare,Riley Park
49.2434136,-123.1011851,Pho Tan Restaurant,restaurant,food/drink,Riley Park
49.244604,-123.1011026,King's Chinese Cuisine,restaurant,food/drink,Riley Park
49.2458651,-123.1014424,Dream Sushi,restaurant,food/drink,Riley Park
49.2570082,-123.1148128,Nabebugyo Hot Pot Cuisine,restaurant,food/drink,Mount Pleasant
49.2505192,-123.0764488,Falafel Cafe,cafe,food/drink,Kensington-Cedar Cottage
49.2507344,-123.0768216,Sun Bo Kong Vegetarian Restaurant,restaurant,food/drink,Kensington-Cedar Cottage
49.2511829,-123.0784268,Grace of India,restaurant,food/drink,Kensington-Cedar Cottage
49.2510662,-123.0786825,Domino's,fast_food,food/drink,Kensington-Cedar Cottage
49.2511789,-123.0789198,Hai Phong Vietnamese Restaurant,restaurant,food/drink,Kensington-Cedar Cottage
49.2516531,-123.0796219,Hoy's Wonton House,restaurant,food/drink,Kensington-Cedar Cottage
49.2542839,-123.0850295,BT Cafe,cafe,food/drink,Kensington-Cedar Cottage
49.2573892,-123.0909119,Osteria Savio Volpe,restaurant,food/drink,Mount Pleasant
49.2574262,-123.0910754,Los Cuervos Taqueria & Cantina,restaurant,food/drink,Mount Pleasant
49.2572676,-123.0898844,The Lion's Den Cafe,restaurant,food/drink,Mount Pleasant
49.2572851,-123.0901365,Matchstick Coffee Roasters,cafe,food/drink,Mount Pleasant
49.277504,-123.1264645,,car_sharing,cars,Downtown
49.2791098,-123.1188899,,car_sharing,cars,Downtown
49.279359,-123.1182386,,car_sharing,cars,Downtown
49.2793142,-123.1184243,,car_sharing,cars,Downtown
49.2723414,-123.1004578,,car_sharing,cars,Mount Pleasant
49.2724643,-123.1005757,,car_sharing,cars,Mount Pleasant
49.2332919,-123.1561315,Vancouver Public Library Kerrisdale Branch,library,arts/culture,Kerrisdale
49.2105091,-123.1069,Starbucks,cafe,food/drink,Marpole
49.2814408,-123.0338301,,charging_station,cars,Hastings-Sunrise
49.2863928,-123.0435344,ChargePoint,charging_station,cars,Hastings-Sunrise
49.2866651,-123.11834,JOEY Bentall One,restaurant,food/drink,Downtown
49.2457475,-123.0660233,Viva Sushi Bar,restaurant,food/drink,Kensington-Cedar Cottage
49.2461626,-123.0676802,Pharmasave,pharmacy,healthcare,Kensington-Cedar Cottage
49.2473186,-123.0694396,Jarrito Loco Tacos,restaurant,food/drink,Kensington-Cedar Cottage
49.2472767,-123.0693382,My Chau Restaurant,restaurant,food/drink,Kensington-Cedar Cottage
49.249366,-123.0763485,J.R Taste Of Ceylon,restaurant,food/drink,Kensington-Cedar Cottage
49.2496541,-123.0763345,Knight Street Cafe,restaurant,food/drink,Kensington-Cedar Cottage
49.2493186,-123.0736284,Pink Peppercorn Seafood House,restaurant,food/drink,Kensington-Cedar Cottage
49.2493978,-123.0739174,Icy Bar,restaurant,food/drink,Kensington-Cedar Cottage
49.231433,-123.0316383,Panago Pizza,fast_food,food/drink,Killarney
49.2805588,-123.1169062,Cafe Medina,cafe,food/drink,Downtown
49.2790584,-123.1230287,The Belmont,bar,food/drink,Downtown
49.2792503,-123.1194358,Sina,pharmacy,healthcare,Downtown
49.280779,-123.1250884,Pattison High School,school,education/childcare,Downtown
49.2789348,-123.121852,Aarm Dental Group,dentist,healthcare,Downtown
49.2809406,-123.1269099,Beyond Coffee,cafe,food/drink,West End
49.2789073,-123.1221767,Uncle Fatih's Pizza,fast_food,food/drink,Downtown
49.2810223,-123.1189956,Meat & Bread,restaurant,food/drink,Downtown
49.280548,-123.1213662,McDonald's,fast_food,food/drink,Downtown
49.280963,-123.1189157,Aladdin Cafe,restaurant,food/drink,Downtown
49.28109,-123.1190968,Five Guys,fast_food,food/drink,Downtown
49.2616326,-123.0700247,Commercial Sushi,restaurant,food/drink,Kensington-Cedar Cottage
49.2800677,-123.1085277,Pizzeria Ludica,restaurant,food/drink,Downtown
49.2796239,-123.1086071,Hai Phong,restaurant,food/drink,Downtown
49.2808958,-123.1078452,Tsuki Sushi Bar,restaurant,food/drink,Downtown
49.2616851,-123.0700316,Subway,fast_food,food/drink,Kensington-Cedar Cottage
49.2615903,-123.0700291,Maggie's Pharmacy,pharmacy,healthcare,Kensington-Cedar Cottage
49.2625624,-123.0695251,Blenz Coffee,cafe,food/drink,Grandview-Woodland
49.2800297,-123.1086595,Brothers,cafe,food/drink,Downtown
49.2807869,-123.1078361,Taishoken,restaurant,food/drink,Downtown
49.2805834,-123.1028286,Musette Caffè,cafe,food/drink,Downtown
49.2737741,-123.0521883,Community Book Exchange,public_bookcase,arts/culture,Hastings-Sunrise
49.2831516,-123.1154178,A&W,fast_food,food/drink,Downtown
49.2810728,-123.118583,Ryuu,restaurant,food/drink,Downtown
49.2814129,-123.1161159,Pacific Car Rentals,car_rental,cars,Downtown
49.2820489,-123.118486,Starbucks,cafe,food/drink,Downtown
49.2827779,-123.1116632,Finch's,cafe,food/drink,Downtown
49.2792876,-123.1226649,Hungry Guys,fast_food,food/drink,Downtown
49.2774158,-123.1255337,Wings,restaurant,food/drink,Downtown
49.2725841,-123.1479944,Juliet's Cafe,cafe,food/drink,Kitsilano
49.2725937,-123.1484867,Flying Wedge Pizza,fast_food,food/drink,Kitsilano
49.2725847,-123.1487051,Planet Veg,fast_food,food/drink,Kitsilano
49.2725886,-123.1483117,Vera's Burger Shack,fast_food,food/drink,Kitsilano
49.2725841,-123.1486132,Panne Rizo,cafe,food/drink,Kitsilano
49.2725892,-123.1488841,Bean Around the World,cafe,food/drink,Kitsilano
49.2727685,-123.1473817,Kits Point Dental Group,dentist,healthcare,Kitsilano
49.2725828,-123.1485578,Al Basha,fast_food,food/drink,Kitsilano
49.2725892,-123.1487921,Corduroy,pub,food/drink,Kitsilano
49.2726099,-123.1491431,Charqui Grill,restaurant,food/drink,Kitsilano
49.2727615,-123.147457,Cypress St Animal Hospital,veterinary,healthcare,Kitsilano
49.2727038,-123.1472939,Siegel's Bagels,fast_food,food/drink,Kitsilano
49.2724816,-123.1545482,Thai Basil,restaurant,food/drink,Kitsilano
49.2733132,-123.11993,Starbucks,cafe,food/drink,Downtown
49.2848692,-123.1109875,Steamworks,pub,food/drink,Downtown
49.2821143,-123.1181656,London Drugs,pharmacy,healthcare,Downtown
49.2819996,-123.1177434,Scotiabank,bank,money,Downtown
49.290842,-123.1342117,YiFang Taiwan Fruit Tea,cafe,food/drink,West End
49.2912755,-123.1354024,Vancity,bank,money,West End
49.260901,-123.139202,Heirloom,restaurant,food/drink,Fairview
49.233909,-123.15367,Ajisai Sushi Bar,restaurant,food/drink,Kerrisdale
49.2582457,-123.1396559,Pentecostal Tabernacle,place_of_worship,arts/culture,Fairview
49.2723148,-123.1551667,Nimby Burger,fast_food,food/drink,Kitsilano
49.272446,-123.1553117,Local Public Eatery,pub,food/drink,Kitsilano
49.2716021,-123.155352,The Ellis,pub,food/drink,Kitsilano
49.2352507,-123.1557393,Subway,fast_food,food/drink,Arbutus Ridge
49.2356695,-123.1557823,Kerrisdale Pharmacy,pharmacy,healthcare,Arbutus Ridge
49.2354571,-123.1560864,Secret Garden Tea Company,cafe,food/drink,Arbutus Ridge
49.2360088,-123.1556952,China Lan Lanzhou Beef Noodle,restaurant,food/drink,Arbutus Ridge
49.2376572,-123.1556393,White Spot,restaurant,food/drink,Arbutus Ridge
49.2374525,-123.1556357,Bufala,restaurant,food/drink,Arbutus Ridge
49.2379505,-123.1556108,Comebuy Bubble Tea,cafe,food/drink,Arbutus Ridge
49.2377976,-123.1556386,Sushi King House,restaurant,food/drink,Arbutus Ridge
49.2346965,-123.1564381,Jinya Ramen Bar,restaurant,food/drink,Arbutus Ridge
49.2344956,-123.1573182,Caffè Artigiano,cafe,food/drink,Kerrisdale
49.2344715,-123.1593632,Legato Cafe,cafe,food/drink,Kerrisdale
49.2347686,-123.1616606,Minerva,restaurant,food/drink,Arbutus Ridge
49.2350698,-123.1615131,One Bowl,cafe,food/drink,Arbutus Ridge
49.2343745,-123.1615078,Jin Jiang Japanese Restaurant,restaurant,food/drink,Kerrisdale
49.2345339,-123.161902,Lok's Chinese Restaurant,restaurant,food/drink,Kerrisdale
49.2344778,-123.1605904,Starbucks,cafe,food/drink,Kerrisdale
49.2362672,-123.1851138,Moki's Pizza,restaurant,food/drink,Dunbar-Southlands
49.2576333,-123.1849267,Pure Integrative Pharmacy,pharmacy,healthcare,Dunbar-Southlands
49.2577685,-123.1857254,Dunbar Sushi,restaurant,food/drink,Dunbar-Southlands
49.2645248,-123.1845754,Taste of Thai,restaurant,food/drink,Kitsilano
49.2636616,-123.187105,Rajio Japanese Public House,restaurant,food/drink,West Point Grey
49.2633833,-123.1866515,NOURISH,cafe,food/drink,West Point Grey
49.2638921,-123.2035965,West 10th Medical Pharmacy,pharmacy,healthcare,West Point Grey
49.263878,-123.205001,Subway,fast_food,food/drink,West Point Grey
49.2638982,-123.2058958,Enigma Urban Eatery & Bar,restaurant,food/drink,West Point Grey
49.2639234,-123.2061777,Tim Hortons,cafe,food/drink,West Point Grey
49.263934,-123.2063879,Ginger & Chili,restaurant,food/drink,West Point Grey
49.2636669,-123.2051855,Figaro Café + Bakery,cafe,food/drink,West Point Grey
49.2636951,-123.2067722,Takumi Japanese Restaurant,restaurant,food/drink,West Point Grey
49.263672,-123.20716,Burgoo,restaurant,food/drink,West Point Grey
49.2634614,-123.2089127,The Kitchen,restaurant,food/drink,West Point Grey
49.2637428,-123.2104101,Pizza Hut,restaurant,food/drink,West Point Grey
49.2637147,-123.2108476,The Diner,restaurant,food/drink,West Point Grey
49.2636844,-123.2081906,Darcy's Cafe,cafe,food/drink,West Point Grey
49.2637023,-123.2077053,Dentry's Irish Grill,restaurant,food/drink,West Point Grey
49.2639253,-123.2073519,DoDo Sushi,restaurant,food/drink,West Point Grey
49.250421,-123.034043,Lucky Plus Restaurant,restaurant,food/drink,Renfrew-Collingwood
49.2621251,-123.0296212,Happy Valley Dim Sum Seafood Restaurant,restaurant,food/drink,Renfrew-Collingwood
49.2630462,-123.1159688,Chipotle,fast_food,food/drink,Fairview
49.2887562,-123.1150926,Bellaggio Café & Gelateria,cafe,food/drink,Downtown
49.2826694,-123.1313535,,car_sharing,cars,West End
49.2608512,-123.1161648,A&W,fast_food,food/drink,Fairview
49.2611173,-123.1168568,Blanche Macdonald Centre,college,education/childcare,Fairview
49.2495735,-123.1151905,Pharmasave,pharmacy,healthcare,Riley Park
49.2710268,-123.1466969,Blue Sky Japanese Bistro Ltd,restaurant,food/drink,Kitsilano
49.2786045,-123.1184591,Per Se Social Corner,restaurant,food/drink,Downtown
49.2764803,-123.1148881,On Yogurt,restaurant,food/drink,Downtown
49.2806424,-123.1312774,Fit Camp Foods,fast_food,food/drink,West End
49.2108202,-123.0934412,Intercity Animal Emergency Clinic,veterinary,healthcare,Sunset
49.2646882,-123.1112692,Vancouver Animal Emergency and Referral Centre,veterinary,healthcare,Mount Pleasant
49.2885009,-123.1391648,3 Quarters Full Cafe,cafe,food/drink,West End
49.290566,-123.1370567,Kingyo,restaurant,food/drink,West End
49.2769468,-123.130652,Anchor Point Montesorri,school,education/childcare,Downtown
49.2499348,-123.1157161,West King Edward Animal Clinic,veterinary,healthcare,South Cambie
49.2782909,-123.1241919,Donnelan's,pub,food/drink,Downtown
49.2070741,-123.1342324,chART Public Art Marpole,public_bookcase,arts/culture,Marpole
49.2382584,-123.0321227,,vending_machine,food/drink,Renfrew-Collingwood
49.2381936,-123.0320784,,vending_machine,food/drink,Renfrew-Collingwood
49.2380467,-123.0316644,,vending_machine,food/drink,Renfrew-Collingwood
49.2380347,-123.0318126,,vending_machine,food/drink,Renfrew-Collingwood
49.2339074,-123.1392007,Esso,fuel,cars,Oakridge
49.234497,-123.1392908,HSBC,bank,money,Shaughnessy
49.23414,-123.1399405,Grand Honour,restaurant,food/drink,Kerrisdale
49.2850193,-123.1145937,Quantum Coffee,cafe,food/drink,Downtown
49.2773691,-123.1197879,RBC,bank,money,Downtown
49.2824055,-123.1111441,The Magnet,pub,food/drink,Downtown
49.282596,-123.1119502,Osteria Autostrada,restaurant,food/drink,Downtown
49.2818319,-123.1234128,Boston Pizza,restaurant,food/drink,Downtown
49.2787028,-123.1302045,Maple Leaf Delicatessen Coffe Shop,cafe,food/drink,West End
49.2820073,-123.1229687,Hubbub,restaurant,food/drink,Downtown
49.2807616,-123.1248877,Sushi Maki,fast_food,food/drink,Downtown
49.2897674,-123.1378125,Bank of Montreal,bank,money,West End
49.291775200000004,-123.1383676,Adesso,restaurant,food/drink,West End
49.2916513,-123.1354557,Starbucks,cafe,food/drink,West End
49.2918102,-123.1351892,Tetsu Sushi Bar,restaurant,food/drink,West End
49.2885782,-123.1426441,Sylvia's Bar,bar,food/drink,West End
49.2634035,-123.1872815,Sushi Gallery,restaurant,food/drink,West Point Grey
49.2641812,-123.1840524,Handi,restaurant,food/drink,Kitsilano
49.264051,-123.1750528,Cafe D'Lite,restaurant,food/drink,Kitsilano
49.26404,-123.174703,Fringe,pub,food/drink,Kitsilano
49.2640525,-123.1748296,Ramen Sanpachi,restaurant,food/drink,Kitsilano
49.2637362,-123.2101399,Gold Train Express,restaurant,food/drink,West Point Grey
49.2640536,-123.1749099,,restaurant,food/drink,Kitsilano
49.2640436,-123.1741207,Acadia Veterinary Clinic,veterinary,healthcare,Kitsilano
49.2640299,-123.1745214,nuba,restaurant,food/drink,Kitsilano
49.2640168,-123.1733645,Neverland Tea Salon,cafe,food/drink,Kitsilano
49.2639931,-123.1718054,Footworks Relaxology,spa,arts/culture,Kitsilano
49.2639721,-123.1711478,Acropol Taverna,restaurant,food/drink,Kitsilano
49.2639753,-123.1713499,Quiznos,fast_food,food/drink,Kitsilano
49.2639522,-123.1695223,Tandoori Fusion,restaurant,food/drink,Kitsilano
49.2639533,-123.1696182,Yagger's Kits,pub,food/drink,Kitsilano
49.2639335,-123.1678232,Uncle Faith's Pizza,fast_food,food/drink,Kitsilano
49.2639326,-123.1676074,iki Japanese Bistro,restaurant,food/drink,Kitsilano
49.2635487,-123.1445336,Solace Dental Centre,dentist,healthcare,Fairview
49.2632325,-123.1364612,Bella Pizza,fast_food,food/drink,Fairview
49.2632564,-123.1276427,Barista Cafe,cafe,food/drink,Fairview
49.2633147,-123.1291653,Shi Zen ha,restaurant,food/drink,Fairview
49.2632624,-123.128343,Urban Dental Clinic,dentist,healthcare,Fairview
49.2632444,-123.1255405,Subway,fast_food,food/drink,Fairview
49.2632212,-123.1252438,Pondok,restaurant,food/drink,Fairview
49.2631809,-123.1221438,Donair Spot,restaurant,food/drink,Fairview
49.2628323,-123.1032243,Subway,fast_food,food/drink,Mount Pleasant
49.2622859,-123.0983705,Shoppers Drug Mart,pharmacy,healthcare,Mount Pleasant
49.2624087,-123.0952614,,pharmacy,healthcare,Mount Pleasant
49.2625523,-123.0693702,A&W,fast_food,food/drink,Grandview-Woodland
49.2628756,-123.0695249,Booster Juice,fast_food,food/drink,Grandview-Woodland
49.2626734,-123.0693702,Neptune Express,restaurant,food/drink,Grandview-Woodland
49.2627967,-123.0693624,Megabite Pizza,fast_food,food/drink,Grandview-Woodland
49.2625083,-123.0699403,Scotiabank,bank,money,Grandview-Woodland
49.238319,-123.0323183,Super Great Pizza,fast_food,food/drink,Renfrew-Collingwood
49.2902568,-123.1259247,,car_sharing,cars,Downtown
49.2901794,-123.1261344,,car_sharing,cars,Downtown
49.2902322,-123.1258652,,charging_station,cars,Downtown
49.2902046,-123.1260718,,car_sharing,cars,Downtown
49.2900017,-123.1261691,,car_sharing,cars,Downtown
49.2786363,-123.1372036,,charging_station,cars,West End
49.2266714,-123.0905213,Freshslice Pizza,fast_food,food/drink,Sunset
49.2317166,-123.0904136,L & G Bubble Tea,cafe,food/drink,Sunset
49.2269075,-123.0905378,Pho Hong Restaurant,restaurant,food/drink,Sunset
49.2110929,-123.1407058,Subway,fast_food,food/drink,Marpole
49.2802411,-123.1250614,Relish,pub,food/drink,Downtown
49.2807931,-123.1191954,Red Burrito,fast_food,food/drink,Downtown
49.2801081,-123.1251174,Gyu-Kaku,restaurant,food/drink,Downtown
49.2817816,-123.1117459,Java Cat,cafe,food/drink,Downtown
49.2800328,-123.1146849,Library Square Public House,pub,food/drink,Downtown
49.2590227,-123.1008347,Colony,bar,food/drink,Mount Pleasant
49.2777207,-123.1267774,Rorimomo,restaurant,food/drink,Downtown
49.2777827,-123.1268532,Truffles,cafe,food/drink,Downtown
49.2776264,-123.1290883,Aarm Dental Group,dentist,healthcare,Downtown
49.2838195,-123.1118877,Waves Coffee,cafe,food/drink,Downtown
49.2781239,-123.127351,Javan Exchange,bureau_de_change,money,Downtown
49.2684763,-123.1671204,The Oakwood,restaurant,food/drink,Kitsilano
49.2800673,-123.1259111,Wall Centre Dental,dentist,healthcare,Downtown
49.2856696,-123.1261568,Currency Exchange,bureau_de_change,money,West End
49.2835785,-123.1147762,ILSC,school,education/childcare,Downtown
49.2833711,-123.1145504,Peqish,fast_food,food/drink,Downtown
49.2845542,-123.1133241,Kita no Donburi,fast_food,food/drink,Downtown
49.283615,-123.1147065,MTI Community College,school,education/childcare,Downtown
49.2834954,-123.1149019,Pizza Vancouver,fast_food,food/drink,Downtown
49.2847736,-123.1220466,CIBC,bank,money,West End
49.2847964,-123.1243067,Sushi Yan,restaurant,food/drink,West End
49.2838527,-123.1143645,Chihuahua's,restaurant,food/drink,Downtown
49.2833401,-123.1146079,,school,education/childcare,Downtown
49.2846244,-123.1218388,Starbucks,cafe,food/drink,West End
49.2858242,-123.126404,London Drugs,pharmacy,healthcare,West End
49.282623,-123.109344,Meat & Bread,fast_food,food/drink,Downtown
49.2827131,-123.1093153,Fresh Bowl,fast_food,food/drink,Downtown
49.270944,-123.1552107,Chewies,pub,food/drink,Kitsilano
49.2531282,-123.0831059,Dai Tung,restaurant,food/drink,Kensington-Cedar Cottage
49.2833178,-123.1191002,Cafe Bel,cafe,food/drink,Downtown
49.2808593,-123.116349,,car_sharing,cars,Downtown
49.2809141,-123.1161117,,car_sharing,cars,Downtown
49.2643371,-123.1747924,,restaurant,food/drink,Kitsilano
49.264266,-123.1718556,I.ce Queen,ice_cream,food/drink,Kitsilano
49.2642652,-123.1718011,Pokay,restaurant,food/drink,Kitsilano
49.2642636,-123.1717479,Harvest Delicatessen,restaurant,food/drink,Kitsilano
49.2642602,-123.1716944,TeraVBurger,restaurant,food/drink,Kitsilano
49.2859796,-123.1189243,Banque Nacionale Canada,bank,money,Downtown
49.2895433,-123.1326652,,atm,money,West End
49.2854549,-123.127886,,car_sharing,cars,West End
49.2336682,-123.0345438,Sushi Aji,restaurant,food/drink,Renfrew-Collingwood
49.2318915,-123.02888,Happy Tree House BBQ,restaurant,food/drink,Killarney
49.2690014,-123.0445183,My Frosty,cafe,food/drink,Hastings-Sunrise
49.2684181,-123.0444669,Jiro Sushi & Ramen,restaurant,food/drink,Hastings-Sunrise
49.2634545,-123.1407716,Trees Organic,cafe,food/drink,Fairview
49.2636205,-123.1502883,Blenz Coffee,cafe,food/drink,Kitsilano
49.2636669,-123.1516697,,childcare,education/childcare,Kitsilano
49.2636452,-123.1534206,Gyo Para -Gyoza and Ramen Paradise,restaurant,food/drink,Kitsilano
49.2641802,-123.1574706,Hearts & Vine Cafe,cafe,food/drink,Kitsilano
49.2640449,-123.1567706,The Regal Beagle,pub,food/drink,Kitsilano
49.2642829,-123.1860874,Good Earth Coffeehouse,cafe,food/drink,West Point Grey
49.2678638,-123.1573505,Kokomo,cafe,food/drink,Kitsilano
49.2637179,-123.1549364,MacDonald's Prescriptions,pharmacy,healthcare,Kitsilano
49.2637136,-123.154762,Regent Dental Centre,dentist,healthcare,Kitsilano
49.2637118,-123.1546883,Yagoto Sushi Dining,restaurant,food/drink,Kitsilano
49.2637652,-123.1573383,IGA Bistro,cafe,food/drink,Kitsilano
49.2628679,-123.0569209,Phoenix Garden,restaurant,food/drink,Grandview-Woodland
49.2847804,-123.1227707,Thierry,cafe,food/drink,West End
49.2831953,-123.0949154,The MacKenzie Room,restaurant,food/drink,Strathcona
49.2509254,-123.077162,Dosa Factory,restaurant,food/drink,Kensington-Cedar Cottage
49.2756158,-123.1151739,Fresh Japanese Restaurant,restaurant,food/drink,Downtown
49.2274296,-123.1168286,Chatime,cafe,food/drink,Oakridge
49.2688201,-123.0967506,Truck Stop Diner,pub,food/drink,Strathcona
49.2896711,-123.1384396,Yeh!,fast_food,food/drink,West End
49.2896102,-123.1385336,A&W,fast_food,food/drink,West End
49.289715,-123.1383784,Peaked Pies,fast_food,food/drink,West End
49.2897561,-123.1383258,Panago,fast_food,food/drink,West End
49.2893869,-123.1388596,Tim Hortons,cafe,food/drink,West End
49.2622969,-123.0958568,Carp,restaurant,food/drink,Mount Pleasant
49.2881731,-123.14088,,car_sharing,cars,West End
49.2881158,-123.1407875,Zipcar,car_sharing,cars,West End
49.2817211,-123.1165551,Nosherie,cafe,food/drink,Downtown
49.239521,-123.1286511,Truffles Café,cafe,food/drink,Shaughnessy
49.2386541,-123.1298219,Shaughnessy Restaurant,restaurant,food/drink,Shaughnessy
49.2825798,-123.1343242,West End - Coal Harbour Community Policing,community_centre,arts/culture,West End
49.283625,-123.116121,Shoppers Drug Mart,pharmacy,healthcare,Downtown
49.2736081,-123.1185044,Bella Gelateria,ice_cream,food/drink,Downtown
49.2799326,-123.1302522,Banana Leaf,restaurant,food/drink,West End
49.2828822,-123.1037866,Shebeen Whiskey House,bar,food/drink,Downtown
49.277574,-123.1318508,Osaka Sushi,restaurant,food/drink,West End
49.2828919,-123.1040897,Irish Heather,pub,food/drink,Downtown
49.2828492,-123.1158635,Gotham,restaurant,food/drink,Downtown
49.2773055,-123.1160455,Global Village English Centers,school,education/childcare,Downtown
49.2635971,-123.1281244,Kaya Malay Bistro,restaurant,food/drink,Fairview
49.2550997,-123.1153648,JJ Bean,cafe,food/drink,South Cambie
49.2551419,-123.1148934,Rain or Shine Ice Cream,ice_cream,food/drink,Riley Park
49.2870647,-123.1128287,Miku,restaurant,food/drink,Downtown
49.2782532,-123.1218162,24 Train Express Noodle House,fast_food,food/drink,Downtown
49.2820553,-123.1335652,La Belle Patate,fast_food,food/drink,West End
49.2812088,-123.1319734,Gurkha Himalayan Kitchen,restaurant,food/drink,West End
49.2820205,-123.1204454,Bistro Verde,restaurant,food/drink,Downtown
49.279559,-123.1078428,Sushi Den,fast_food,food/drink,Downtown
49.2819445,-123.1076316,Noodle Box,fast_food,food/drink,Downtown
49.2816397,-123.1075252,Tacomio,fast_food,food/drink,Downtown
49.2821778,-123.107352,TD Canada Trust,bank,money,Downtown
49.2820098,-123.1080325,Catch 122,restaurant,food/drink,Downtown
49.2818025,-123.1074624,Vegan Cave,cafe,food/drink,Downtown
49.2819026,-123.1075035,Nectar,cafe,food/drink,Downtown
49.2819933,-123.1079737,Wildebeest,restaurant,food/drink,Downtown
49.2818951,-123.1074453,Prado,cafe,food/drink,Downtown
49.2815272,-123.0660535,Pelican Seafood Restaurant,restaurant,food/drink,Grandview-Woodland
49.2813515,-123.060021,Van Dragon Seafood Restaurant,restaurant,food/drink,Grandview-Woodland
49.2814517,-123.0638208,Volcano Sushi & Grill,restaurant,food/drink,Grandview-Woodland
49.2862256,-123.1161579,Edel Express,cafe,food/drink,Downtown
49.2835903,-123.111511,Bonchaz,cafe,food/drink,Downtown
49.2856543,-123.1147275,Caffè Artigiano,cafe,food/drink,Downtown
49.2845132,-123.114372,CoCo Fresh Tea & Juice,cafe,food/drink,Downtown
49.2825674,-123.1113699,Social Crust,cafe,food/drink,Downtown
49.2830665,-123.1126225,Ha Long Bay,restaurant,food/drink,Downtown
49.2838332,-123.113312,Kyzock - House of Sushi Bowl,fast_food,food/drink,Downtown
49.2839646,-123.1135104,Me Crêpes,fast_food,food/drink,Downtown
49.2840103,-123.1135799,2001 Flavors,fast_food,food/drink,Downtown
49.283201,-123.1123664,Yagger's,bar,food/drink,Downtown
49.2835821,-123.1129034,Moii Cafe,cafe,food/drink,Downtown
49.2836356,-123.1130258,Koala Kebabs,fast_food,food/drink,Downtown
49.2837054,-123.1131194,Cham Mani,fast_food,food/drink,Downtown
49.2841885,-123.1139212,Caveman Cafe,restaurant,food/drink,Downtown
49.2837386,-123.1131665,Sushi Spin Roll,fast_food,food/drink,Downtown
49.2838178,-123.1132808,Fresh Slice,fast_food,food/drink,Downtown
49.2840406,-123.1221606,Salam Bombay,restaurant,food/drink,West End
49.2838437,-123.1053674,The Old Spaghetti Factory,restaurant,food/drink,Downtown
49.2824356,-123.1142597,,car_sharing,cars,Downtown
49.2472428,-123.1854079,BMO Bank of Montreal,bank,money,Dunbar-Southlands
49.2696579,-123.1029057,Tractor,restaurant,food/drink,Mount Pleasant
49.2693966,-123.1029581,Starbucks,cafe,food/drink,Mount Pleasant
49.2694368,-123.103525,Brewhall,pub,food/drink,Mount Pleasant
49.2699059,-123.1030986,Mario's Gelato,ice_cream,food/drink,Mount Pleasant
49.2787379,-123.1338109,Zipcar,car_sharing,cars,West End
49.2800637,-123.1315625,,car_sharing,cars,West End
49.2619429,-123.103196,The Federal Store,cafe,food/drink,Mount Pleasant
49.2681235,-123.1017035,Nuba,restaurant,food/drink,Mount Pleasant
49.2439382,-123.0452788,,vending_machine,food/drink,Renfrew-Collingwood
49.2439667,-123.0453629,,vending_machine,food/drink,Renfrew-Collingwood
49.2444248,-123.0461362,,vending_machine,food/drink,Renfrew-Collingwood
49.2442355,-123.0463355,,vending_machine,food/drink,Renfrew-Collingwood
49.2663226,-123.1272706,,car_sharing,cars,Fairview
49.2725154,-123.1360606,,car_sharing,cars,Fairview
49.2796325,-123.1078508,Blenz,cafe,food/drink,Downtown
49.2822589,-123.1079679,London Drugs,pharmacy,healthcare,Downtown
49.2812723,-123.1077237,The Pint,pub,food/drink,Downtown
